workbook_file,sheet_name,header_row,headers_json,notes
内部リンクマスタ.xlsx,階層リンク不足_子→親_詳細,1,"[""子URL"", ""子分類"", ""子タイトル"", ""親URL"", ""親分類"", ""親タイトル""]",
内部リンクマスタ.xlsx,PromptParts,1,"[""key"", ""URL"", ""part_no"", ""kind"", ""text""]",
内部リンクマスタ.xlsx,階層リンク不足_子→親,1,"[""子URL"", ""子分類"", ""子タイトル"", ""親URL"", ""親分類"", ""親タイトル"", ""prompt_key"", ""prompt_txt_url(Drive)""]",
内部リンクマスタ.xlsx,階層リンク不足_親→子,1,"[""親URL"", ""親分類"", ""親タイトル"", ""不足子数"", ""不足子URL一覧"", ""prompt_key"", ""prompt_txt_url(Drive)""]",
内部リンクマスタ.xlsx,階層リンク不足_親→子_詳細,1,"[""親URL"", ""親分類"", ""親タイトル"", ""子URL（親を持つ）"", ""子分類"", ""子タイトル""]",
内部リンクマスタ.xlsx,階層マスタ,1,"[""URL"", ""親URL"", """", ""分類"", ""タイトル"", ""親分類"", ""親タイトル""]",
内部リンクマスタ.xlsx,内部リンク_HTTP残存,1,"[""from_URL"", ""lastmod(from)"", ""from_分類"", ""link_type"", ""href_found"", ""resolved_http"", ""canonical_https""]",
内部リンクマスタ.xlsx,内部リンク_被リンク,1,"[""to_URL"", ""to_分類"", ""被リンク数_content"", ""リンク元ユニーク数_content"", ""被リンク数_cta_inline"", ""リンク元ユニーク数_cta_inline"", ""被リンク数_cta_auto"", ""リンク元ユニーク数_cta_auto""]",
内部リンクマスタ.xlsx,内部リンク_一覧,1,"[""from_URL"", ""lastmod(from)"", ""from_分類"", ""to_URL"", ""to_分類"", ""anchor"", ""is_internal"", ""to_exists"", ""link_type""]",
自動プロンプト.xlsx,実行,1,"[""URL"", ""仕様"", ""元の本文"", ""更新本文①"", ""レビュー①""]",
GSC履歴 (2).xlsx,GSC最新,1,"[""URL"", ""直近30日"", ""直近90日"", ""前年同期30日"", ""前年同期90日"", ""データ基準日"", ""30d_imp"", ""30d_ctr"", ""30d_pos"", ""90d_imp"", ""90d_ctr"", ""90d_pos"", ""py30_imp"", ""py30_ctr"", ""py30_pos"", ""py90_imp"", ""py90_ctr"", ""py90_pos""]",
GSC履歴 (2).xlsx,UpdateImpactReport,1,"[""Domain"", ""URL"", ""UpdateAt"", ""NextUpdateAt"", ""IntervalStart"", ""IntervalEnd"", ""IntervalDays"", ""TitleChanged"", ""MetaChanged"", ""AddedLines"", ""RemovedLines"", ""AddedSample"", ""RemovedSample"", ""FoundDays(FirstSeg)"", ""FoundDays(LastSeg)"", ""Clicks(FirstSeg)"", ""Clicks(LastSeg)"", ""ΔClicks"", ""Impr(FirstSeg)"", ""Impr(LastSeg)"", ""ΔImpr"", ""CTR(FirstSeg)"", ""CTR(LastSeg)"", ""ΔCTR"", ""Pos(FirstSeg)"", ""Pos(LastSeg)"", ""ΔPos"", ""Judgement""]",
GSC履歴 (2).xlsx,GSC日別,1,"[""取得日時"", ""データ基準日"", ""ドメイン"", ""URL"", ""clicks"", ""impressions"", ""ctr"", ""position""]",
GSC履歴 (2).xlsx,GSC履歴,1,"[""処理日"", ""データ基準日"", ""URL"", ""直近30日"", ""直近90日"", ""前年同期30日"", ""前年同期90日"", ""30d_imp"", ""30d_ctr"", ""30d_pos"", ""90d_imp"", ""90d_ctr"", ""90d_pos"", ""py30_imp"", ""py30_ctr"", ""py30_pos"", ""py90_imp"", ""py90_ctr"", ""py90_pos"", ""Δ30CLI"", ""Δ90CLI"", ""Δ30IMP"", ""Δ90IMP""]",
